Название;Населенный пункт;Линия;Звёзды;Рейтинг;Ссылка
Gypsophila Holiday Village;Пляжный;1-я линия от моря;5;4,67;https://tophotels.ru/hotel/al6089/reviews
Gold Island;Тюрклер;1-я линия от моря;5;4,5;https://tophotels.ru/hotel/al63463/reviews
Xeno Eftalia Resort;Конаклы;2-я линия от моря;4;4,34;https://tophotels.ru/hotel/al28027/reviews
Antik Hotel & Garden;Инджекум;через дорогу;4;4,39;https://tophotels.ru/hotel/al11546/reviews
Miarosa Incekum Beach;Авсаллар;2-я линия от моря;5;3,9;https://tophotels.ru/hotel/al24896/reviews
Eftalia Aqua Resort;Пляжный;1-я линия от моря;5;4,09;https://tophotels.ru/hotel/al63016/reviews
Royalisa Hotel;Аланья-центр;2-я линия от моря;4;4,13;https://tophotels.ru/hotel/al323672/reviews
Kaila Beach Hotel;Обакёй;2-я линия от моря;5;4,16;https://tophotels.ru/hotel/al11489/reviews
Oz Hotels Incekum Beach Resort & Spa Hotel;Инджекум;1-я линия от моря;5;4,36;https://tophotels.ru/hotel/al20769/reviews
Eftalia Village;Тюрклер;рядом;5;4,3;https://tophotels.ru/hotel/al25096/reviews
Galeri Resort Hotel;Окурджалар;1-я линия от моря;5;4,56;https://tophotels.ru/hotel/al5246/reviews
Emir Fosse Beach;Обакёй;через дорогу;3;4,18;https://tophotels.ru/hotel/al41485/reviews
Royal Garden Beach Hotel;Конаклы;через дорогу;5;4,43;https://tophotels.ru/hotel/al100514/reviews
Kaila Krizantem Hotel;Обакёй;через дорогу;4;4,25;https://tophotels.ru/hotel/al4996/reviews
Loxia Comfort Beach Alanya (ex.FUN&SUN SMART Club Prestige);Махмутлар;1-я линия от моря;5;3,76;https://tophotels.ru/hotel/al4750/reviews
Ozkaymak Alaaddin (закрыт);Пляжный;1-я линия от моря;4;3,95;https://tophotels.ru/hotel/al28656/reviews
Aska Just in Beach;Инджекум;1-я линия от моря;5;4,47;https://tophotels.ru/hotel/al4729/reviews
Club Hotel Tess;Конаклы;через дорогу;4;3,62;https://tophotels.ru/hotel/al47191/reviews
MySea Hotel Incekum;Инджекум;2-я линия от моря;4;3,4;https://tophotels.ru/hotel/al4966/reviews
My Home Sky Hotel (закрыт);Авсаллар;через дорогу;4;4,39;https://tophotels.ru/hotel/al24894/reviews
TT Hotels Pegasos Royal;Инджекум;1-я линия от моря;5;4,47;https://tophotels.ru/hotel/al32107/reviews
Delphin Botanik Platinum;Авсаллар;1-я линия от моря;5;4,64;https://tophotels.ru/hotel/al132777/reviews
The Lumos Deluxe Resort Hotel Spa;Каргыджак;через дорогу;5;4,5;https://tophotels.ru/hotel/al294220/reviews
MySea Hotel Alara;Окурджалар;2-я линия от моря;4;3,78;https://tophotels.ru/hotel/al13254/reviews
Avena Resort & Spa Hotel;Обакёй;через дорогу;4;4,26;https://tophotels.ru/hotel/al6087/reviews
Numa Bay Exclusive Hotel;Тюрклер;1-я линия от моря;5;4,54;https://tophotels.ru/hotel/al309745/reviews
Saritas;Пляжный;через дорогу;4;3,81;https://tophotels.ru/hotel/al2345/reviews
Xperia Grand Bali;Пляжный;через дорогу;4;4,56;https://tophotels.ru/hotel/al5076/reviews
Sunshine;Кестель;через дорогу;4;3,97;https://tophotels.ru/hotel/al2398/reviews
Ramira Beach Hotel (ex.Sun Maritim Hotel);Авсаллар;1-я линия от моря;4;3,71;https://tophotels.ru/hotel/al4757/reviews
Fun Hill Resort Hotel (ex.Larina Resort & Spa);Кестель;3-я линия от моря;4;3,62;https://tophotels.ru/hotel/al12031/reviews
Oz Hotels Sui Resort;Окурджалар;2-я линия от моря;5;4,43;https://tophotels.ru/hotel/al304783/reviews
Arsi Paradise Beach Hotel;Обакёй;1-я линия от моря;3;4,18;https://tophotels.ru/hotel/al4755/reviews
Azura Deluxe Resort & Spa Hotel;Авсаллар;1-я линия от моря;5;4,59;https://tophotels.ru/hotel/al177640/reviews
Annabella Diamond Hotel & Spa;Инджекум;1-я линия от моря;5;4,54;https://tophotels.ru/hotel/al98857/reviews
Sun Fire Beach;Махмутлар;через дорогу;4;3,63;https://tophotels.ru/hotel/al12780/reviews
Blue Star;Аланья-центр;2-я линия от моря;4;4,5;https://tophotels.ru/hotel/al4745/reviews
Sun Star Resort;Кестель;через дорогу;5;4,05;https://tophotels.ru/hotel/al263122/reviews
Club Hotel Ulaslar;Махмутлар;через дорогу;4;3,68;https://tophotels.ru/hotel/al17594/reviews
Green Peace;Махмутлар;через дорогу;3;4,45;https://tophotels.ru/hotel/al6088/reviews
Alara (закрыт);Инджекум;1-я линия от моря;4;4,3;https://tophotels.ru/hotel/al13306/reviews
Aria Resort & Spa;Пляжный;1-я линия от моря;5;4,48;https://tophotels.ru/hotel/al4723/reviews
Grand Bahama Beach Hotel;Конаклы;2-я линия от моря;3;3,97;https://tophotels.ru/hotel/al5233/reviews
White Gold Hotel & Spa;Обакёй;через дорогу;5;4,46;https://tophotels.ru/hotel/al61464/reviews
Sunside Beach Hotel;Конаклы;через дорогу;4;3,46;https://tophotels.ru/hotel/al33019/reviews
Club Bayar Beach Hotel;Обакёй;через дорогу;;3,58;https://tophotels.ru/hotel/al2392/reviews
Stella Beach;Окурджалар;1-я линия от моря;5;4,09;https://tophotels.ru/hotel/al17895/reviews
Numa Konaktepe Hotel;Конаклы;2-я линия от моря;4;4,53;https://tophotels.ru/hotel/al4752/reviews
Kirman Leodikya Resort;Окурджалар;1-я линия от моря;5;4,67;https://tophotels.ru/hotel/al27982/reviews
Alanya Klas Hotel;Махмутлар;через дорогу;4;4,14;https://tophotels.ru/hotel/al5132/reviews
Enki Hotel;Аланья-центр;2-я линия от моря;3;4,26;https://tophotels.ru/hotel/al310401/reviews
Gold Twins Suit Hotel;Махмутлар;через дорогу;3;3,82;https://tophotels.ru/hotel/al13073/reviews
Asia Beach Resort & Spa Hotel;Аланья-центр;через дорогу;5;4,42;https://tophotels.ru/hotel/al306977/reviews
Eftalia Marin Hotel;Пляжный;через дорогу;5;4,29;https://tophotels.ru/hotel/al154908/reviews
Miarosa Konakli Garden;Конаклы;2-я линия от моря;4;3,58;https://tophotels.ru/hotel/al28025/reviews
Yalihan Aspendos Hotel;Авсаллар;1-я линия от моря;3;4,6;https://tophotels.ru/hotel/al11242/reviews
Litore Resort Hotel & Spa;Окурджалар;2-я линия от моря;5;4,55;https://tophotels.ru/hotel/al175611/reviews
Acar;Обакёй;через дорогу;4;4,31;https://tophotels.ru/hotel/al24964/reviews
Taluyka Sunset Beach Hotel;Кестель;1-я линия от моря;4;4,24;https://tophotels.ru/hotel/al5102/reviews
NoxInn Deluxe Hotel;Конаклы;1-я линия от моря;5;4,32;https://tophotels.ru/hotel/al319995/reviews
Labranda Alantur;Кестель;1-я линия от моря;5;4,55;https://tophotels.ru/hotel/al4746/reviews
Simply Fine Hotel Alize;Пляжный;через дорогу;4;3,98;https://tophotels.ru/hotel/al78600/reviews
Drita;Каргыджак;через дорогу;5;4,43;https://tophotels.ru/hotel/al12147/reviews
Rheme Beach;Конаклы;1-я линия от моря;4;4,46;https://tophotels.ru/hotel/al28199/reviews
Lycus Beach;Окурджалар;1-я линия от моря;5;4,28;https://tophotels.ru/hotel/al32391/reviews
Kleopatra Palmera Beach;Аланья-центр;через дорогу;3;3,37;https://tophotels.ru/hotel/al11980/reviews
Bayar Sun Time;Аланья-центр;через дорогу;3;4,03;https://tophotels.ru/hotel/al962/reviews
Kandelor;Пляжный;2-я линия от моря;4;4,44;https://tophotels.ru/hotel/al5072/reviews
Maya World Beach Hotel Alanya;Окурджалар;1-я линия от моря;5;3,7;https://tophotels.ru/hotel/al18726/reviews
Club Sun Heaven Sea Bird Beach;Конаклы;рядом;4;3,64;https://tophotels.ru/hotel/al2406/reviews
Granada Luxury Beach;Пляжный;1-я линия от моря;5;4,65;https://tophotels.ru/hotel/al318287/reviews
Tac Premier Hotel & Spa;Пляжный;через дорогу;4;4,43;https://tophotels.ru/hotel/al41980/reviews
Kleopatra Ramira Hotel;Аланья-центр;3-я линия от моря;4;4,68;https://tophotels.ru/hotel/al145336/reviews
Astor Beach Hotel;Махмутлар;через дорогу;3;3,63;https://tophotels.ru/hotel/al12693/reviews
Saphir Resort & SPA;Окурджалар;1-я линия от моря;5;4,47;https://tophotels.ru/hotel/al28015/reviews
Club Kastalia Holiday Village;Конаклы;1-я линия от моря;5;4,49;https://tophotels.ru/hotel/al39988/reviews
Michell Hotel & Spa;Пляжный;2-я линия от моря;5;4,53;https://tophotels.ru/hotel/al134452/reviews
Telatiye Resort;Конаклы;2-я линия от моря;5;4,38;https://tophotels.ru/hotel/al29602/reviews
Monte Carlo;Обакёй;2-я линия от моря;4;4,27;https://tophotels.ru/hotel/al13432/reviews
Club Mirabell;Конаклы;через дорогу;4;4;https://tophotels.ru/hotel/al2342/reviews
Solis Beach Hotel;Конаклы;2-я линия от моря;3;3,58;https://tophotels.ru/hotel/al13087/reviews
Xperia Saray Beach;Аланья-центр;1-я линия от моря;4;4,6;https://tophotels.ru/hotel/al12030/reviews
Antique Roman Palace;Обакёй;через дорогу;4;4,43;https://tophotels.ru/hotel/al17177/reviews
Eftalia Ocean;Тюркле;----;5;4,11;https://tophotels.ru/hotel/al310503/reviews
Melisa Garden Hotel;Конаклы;через дорогу;3;4,12;https://tophotels.ru/hotel/al195070/reviews
Oba Time Hotel;Пляжный;2-я линия от моря;4;4,21;https://tophotels.ru/hotel/al102430/reviews
Club Hotel Aqua Plaza;Пляжный;1-я линия от моря;4;4,07;https://tophotels.ru/hotel/al4717/reviews
Meridia Beach Hotel;Окурджала;----;5;4,18;https://tophotels.ru/hotel/al308278/reviews
Kleopatra Alis;Аланья-центр;2-я линия от моря;3;3,5;https://tophotels.ru/hotel/al12471/reviews
Best Alanya;Аланья-центр;1-я линия от моря;3;4,36;https://tophotels.ru/hotel/al13459/reviews
Titan Garden Club;Конаклы;2-я линия от моря;4;4,38;https://tophotels.ru/hotel/al4995/reviews
A11 Hotel Obakoy;Обакёй;через дорогу;4;4,24;https://tophotels.ru/hotel/al2399/reviews
Sultan Sipahi Resort;Пляжный;1-я линия от моря;4;4,02;https://tophotels.ru/hotel/al40406/reviews
Eftalia Splash Resort;Тюрклер;через дорогу;4;4,23;https://tophotels.ru/hotel/al100643/reviews
Kolibri;Инджекум;2-я линия от моря;3;4,26;https://tophotels.ru/hotel/al9246/reviews
Nox Inn Hill Hotel;Конаклы;через дорогу;4;3,99;https://tophotels.ru/hotel/al5148/reviews
Monart City;Аланья-центр;через дорогу;4;4,65;https://tophotels.ru/hotel/al2347/reviews
Kleopatra Atlas City;Аланья-центр;через дорогу;4;4,45;https://tophotels.ru/hotel/al147876/reviews
Arsi Blue Beach Hotel;Кестель;через дорогу;4;3,8;https://tophotels.ru/hotel/al29421/reviews
Sea Star;Пляжный;через дорогу;3;3,99;https://tophotels.ru/hotel/al108606/reviews
Green Garden Resort Hotel;Пляжный;через дорогу;4;4,71;https://tophotels.ru/hotel/al166615/reviews
Misal Hotel Alanya - Noxinn (ex.Noxinn Club);Конаклы;2-я линия от моря;5;3,63;https://tophotels.ru/hotel/al71769/reviews
Aslan City;Аланья-центр;через дорогу;4;4,53;https://tophotels.ru/hotel/al25374/reviews
Deha;Махмутлар;через дорогу;3;4,34;https://tophotels.ru/hotel/al4721/reviews
Annabella Annex;Авсаллар;через дорогу;4;4,28;https://tophotels.ru/hotel/al4754/reviews
Diamore;Аланья-центр;3-я линия от моря;3;4,25;https://tophotels.ru/hotel/al26501/reviews
Club Hotel Ruza;Пайяллар;через дорогу;;3,93;https://tophotels.ru/hotel/al319928/reviews
Sunlife Plaza;Авсаллар;2-я линия от моря;4;3,83;https://tophotels.ru/hotel/al34267/reviews
Jasmine Beach Resort;Авсаллар;1-я линия от моря;5;4,24;https://tophotels.ru/hotel/al882/reviews
Mesut;Обакёй;через дорогу;4;4,26;https://tophotels.ru/hotel/al21099/reviews
Atlas Beach Hotel;Конаклы;через дорогу;4;4,2;https://tophotels.ru/hotel/al5363/reviews
White City Resort;Тюрклер;1-я линия от моря;5;4,48;https://tophotels.ru/hotel/al101314/reviews
Margarita Suite & Appart Hotel;Аланья-центр;2-я линия от моря;4;4,43;https://tophotels.ru/hotel/al26024/reviews
Incekum Su;Инджекум;1-я линия от моря;4;4,45;https://tophotels.ru/hotel/al26418/reviews
Quattro Family Club Dem Hotel;Пляжный;1-я линия от моря;HV-;4,71;https://tophotels.ru/hotel/al233520/reviews
Titan Select;Конаклы;2-я линия от моря;5;4,29;https://tophotels.ru/hotel/al40086/reviews
Kahya;Пляжный;2-я линия от моря;4;4,61;https://tophotels.ru/hotel/al40440/reviews
Kleopatra Hermes;Аланья-центр;через дорогу;3;3,45;https://tophotels.ru/hotel/al33012/reviews
White City Beach;Пляжный;через дорогу;4;4,5;https://tophotels.ru/hotel/al12010/reviews
Anitas;Конаклы;1-я линия от моря;3;4,48;https://tophotels.ru/hotel/al7401/reviews
Grand Kaptan;Обакёй;через дорогу;5;4,56;https://tophotels.ru/hotel/al5018/reviews
Laguna Beach Alya Resort & Spa;Окурджалар;1-я линия от моря;5;4,51;https://tophotels.ru/hotel/al303086/reviews
Lonicera City;Пляжный;2-я линия от моря;3;4,73;https://tophotels.ru/hotel/al116814/reviews
Grand Bayar Beach Hotel;Обакёй;через дорогу;3;3,6;https://tophotels.ru/hotel/al2346/reviews
Magnolia;Инджекум;2-я линия от моря;4;3,91;https://tophotels.ru/hotel/al4731/reviews
Galaxy Beach;Махмутлар;через дорогу;4;3,47;https://tophotels.ru/hotel/al5025/reviews
Villa Sun Flower Aparts & Suites;Пляжный;3-я линия от моря;;4,33;https://tophotels.ru/hotel/al170885/reviews
Rosella Apart & Hotel;Пляжный;через дорогу;3;3,66;https://tophotels.ru/hotel/al101399/reviews
Kleopatra Wasa;Пляжный;2-я линия от моря;3;4,22;https://tophotels.ru/hotel/al66524/reviews
Melissa Kleopatra;Аланья-центр;через дорогу;3;4,1;https://tophotels.ru/hotel/al4991/reviews
Bayar Garden Holiday Village;Конакл;----;HV-;3,33;https://tophotels.ru/hotel/al315709/reviews
